Casa,Brand,Family,Item Code,Smart,Inches,Resolution,Tot Qty,Unit Price,Revenue,Refresh Rate,Sound Quality,Connectivity Options,Energy Efficiency,Pixel Density (PPI),Response Time (ms),Month
North,TCL,LED,LED75U,Yes,45,FHD,112,910,101920,120,Basic,3,D,67.78175908,4,February
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,65,911,59215,60,Premium,4,A,37.9811581,10,February
Mount Lebanon,LG,LED,T43,Yes,45,UHD,77,911,70147,60,Premium,3,B,88.1162868,10,February
Bekaa,LG,LED,LED50S,Yes,58,UHD,71,917,65107,120,Premium,4,A,29.3720956,4,February
Beirut,Sony,LED,T58,Yes,75,UHD,105,919,96495,60,Basic,3,B,84.72719885,10,February
Bekaa,Panasonic,LED,LED50S,Yes,65,HD,58,926,53708,60,Premium,3,A,80.10571528,10,February
Bekaa,Sony,LED,LED50S,Yes,65,HD,69,928,64032,60,Premium,3,A,107.4588863,10,February
Bekaa,LG,LED,LED50S,Yes,65,HD,65,929,60385,120,Premium,4,A,88.1162868,4,February
Bekaa,TCL,LED,LED50S,Yes,65,FHD,69,940,64860,60,Premium,4,A,25.32077207,10,February
Bekaa,LG,LED,LED50S,Yes,65,FHD,70,945,66150,120,Basic,4,A,37.9811581,4,February
Bekaa,Sony,LED,LED50S,Yes,65,FHD,66,947,62502,120,Basic,4,A,80.10571528,4,February
Bekaa,LG,LED,LED50S,Yes,65,FHD,73,956,69788,120,Basic,4,A,88.1162868,4,February
Bekaa,Panasonic,LED,LED58U,Yes,45,HD,86,957,82302,60,Enhanced,2,A,58.7441912,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,58,969,56202,120,Premium,4,A,33.89087954,4,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,63,973,61299,120,Basic,4,A,32.63566178,4,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,70,973,68110,60,Premium,3,A,28.24239962,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,74,974,72076,120,Premium,4,A,40.05285764,4,February
Mount Lebanon,TCL,LED,T43,Yes,52,HD,99,974,96426,120,Premium,3,B,151.9246324,4,February
Bekaa,TCL,LED,LED50S,Yes,65,FHD,70,977,68390,120,Premium,4,A,75.96231621,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,64,979,62656,60,Basic,4,A,58.7441912,10,February
Bekaa,LG,LED,LED50S,Yes,65,FHD,70,982,68740,120,Basic,4,A,88.1162868,4,February
North,Panasonic,LED,PLED41,Yes,55,HD,38,985,37430,60,Enhanced,3,E,22.59391969,10,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,58,989,57362,60,Basic,4,A,25.32077207,10,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,61,1001,61061,120,Basic,4,A,58.7441912,4,February
Bekaa,LG,LED,LED50S,Yes,65,FHD,71,1005,71355,60,Premium,4,A,68.84084907,10,February
Bekaa,TCL,LED,LED50S,Yes,65,FHD,68,1006,68408,60,Premium,4,A,137.6816981,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,73,1016,74168,120,Premium,4,A,37.9811581,4,February
Bekaa,TCL,LED,LED50S,Yes,65,FHD,66,1027,67782,60,Premium,4,A,67.78175908,10,February
Bekaa,Sony,LED,LED50S,Yes,65,FHD,54,1035,55890,120,Premium,3,A,32.63566178,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,68,1043,70924,60,Premium,4,A,53.72944317,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,58,1043,60494,60,Premium,4,A,50.64154414,10,February
Bekaa,Sony,LED,PLED29,Yes,58,UHD,116,1047,121452,120,Basic,2,E,58.7441912,4,February
Bekaa,Sony,LED,LED50S,Yes,65,FHD,60,1050,63000,60,Premium,3,A,42.36359942,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,71,1052,74692,60,Premium,4,A,33.89087954,10,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,71,1053,74763,120,Premium,4,A,29.3720956,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,71,1055,74905,120,Basic,4,A,36.7151195,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,57,1055,60135,60,Basic,4,A,75.96231621,10,February
Bekaa,Samsung,LED,LED75U,Yes,65,FHD,71,1055,74905,120,Premium,4,A,58.7441912,4,February
Bekaa,LG,LED,LED50S,Yes,65,FHD,68,1057,71876,120,Premium,4,A,176.2325736,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,60,1058,63480,60,Basic,4,A,151.9246324,10,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,71,1060,75260,60,Premium,4,A,25.32077207,10,February
Bekaa,Sony,LED,PLED32,Yes,45,HD,86,1061,91246,60,Enhanced,3,D,102.4607986,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,66,1068,70488,120,Premium,4,A,35.81962878,4,February
Beirut,LG,LED,PLED40S,Yes,43,FHD,81,1076,87156,120,Enhanced,4,C,45.89389938,4,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,52,1081,56212,120,Premium,4,A,84.72719885,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,59,1082,63838,60,Basic,4,A,107.4588863,10,February
Bekaa,Sony,LED,LED50S,Yes,65,FHD,55,1092,60060,60,Basic,4,A,29.3720956,10,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,61,1093,66673,60,Premium,4,A,75.96231621,10,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,65,1093,71045,60,Premium,4,A,107.4588863,10,February
Bekaa,LG,LED,T32,Yes,45,HD,93,1094,101742,120,Premium,3,E,137.6816981,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,65,1102,71630,120,Basic,4,A,50.64154414,4,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,65,1106,71890,60,Premium,4,A,80.10571528,10,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,57,1107,63099,60,Premium,3,A,88.1162868,10,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,63,1107,69741,60,Premium,4,A,29.3720956,10,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,54,1116,60264,120,Premium,4,A,80.10571528,4,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,57,1119,63783,60,Premium,4,A,29.3720956,10,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,64,1120,71680,120,Premium,4,A,51.2303993,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,57,1123,64011,120,Premium,4,A,84.72719885,4,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,53,1128,59784,60,Premium,4,A,88.1162868,10,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,48,1130,54240,120,Premium,4,A,25.32077207,4,February
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,64,1136,72704,120,Premium,4,A,84.72719885,4,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,58,1142,66236,120,Premium,4,A,102.4607986,4,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,50,1143,57150,60,Premium,4,A,75.96231621,10,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,62,1145,70990,120,Premium,4,A,151.9246324,4,February
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,56,1151,64456,120,Premium,4,A,37.9811581,4,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,48,1158,55584,120,Premium,4,A,28.24239962,4,February
Bekaa,TCL,LED,LED50S,Yes,65,UHD,64,1158,74112,120,Premium,4,A,44.0581434,4,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,64,1159,74176,120,Premium,4,A,37.9811581,4,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,51,1170,59670,60,Premium,4,A,75.96231621,10,February
Bekaa,Sony,LED,LED50S,Yes,65,UHD,55,1175,64625,60,Premium,3,A,45.89389938,10,February
Bekaa,LG,LED,LED50S,Yes,65,UHD,47,1183,55601,120,Premium,4,A,29.3720956,4,February
South,TCL,LED,PLED29,Yes,58,FHD,120,1191,142920,60,Basic,3,B,80.10571528,10,February
Bekaa,TCL,LED,LED50S,Yes,75,UHD,48,1192,57216,60,Premium,4,A,45.89389938,10,February
Bekaa,LG,LED,PLED40S,Yes,58,UHD,109,1201,130909,60,Enhanced,3,C,25.32077207,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,47,1202,56494,60,Basic,4,A,32.63566178,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,59,1206,71154,60,Basic,4,A,36.7151195,10,February
Bekaa,Sony,LED,PLED41,Yes,65,UHD,94,1212,113928,120,Enhanced,4,C,102.4607986,4,February
Beirut,Samsung,LED,PLED41,Yes,75,UHD,89,1220,108580,60,Premium,4,C,33.89087954,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,51,1221,62271,60,Basic,4,A,28.24239962,10,February
Bekaa,LG,LED,LED50S,Yes,75,UHD,59,1222,72098,60,Premium,4,A,102.4607986,10,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,47,1222,57434,60,Premium,4,A,33.89087954,10,February
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,52,1231,64012,120,Premium,4,A,97.90698534,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,45,1235,55575,120,Basic,4,A,33.89087954,4,February
Bekaa,LG,LED,LED50S,Yes,75,UHD,57,1241,70737,120,Premium,4,A,36.7151195,4,February
North,LG,LED,LED50U,Yes,50,FHD,99,1245,123255,120,Basic,3,A,25.32077207,4,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,51,1248,63648,60,Basic,4,A,35.81962878,10,February
South,Samsung,LED,LED52,Yes,65,FHD,65,1253,81445,120,Premium,3,E,28.24239962,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,54,1256,67824,60,Premium,4,A,42.36359942,10,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,47,1259,59173,120,Premium,4,A,22.59391969,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,56,1270,71120,60,Premium,3,A,29.3720956,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,54,1271,68634,60,Premium,4,A,88.1162868,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,54,1275,68850,60,Premium,4,A,58.7441912,10,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,49,1275,62475,120,Premium,4,A,35.81962878,4,February
Bekaa,Samsung,LED,LED50S,Yes,75,FHD,42,1281,53802,60,Premium,4,A,45.89389938,10,February
Bekaa,TCL,LED,PLED41S,Yes,52,UHD,108,1283,138564,60,Enhanced,4,E,45.89389938,10,February
Bekaa,LG,LED,LED50S,Yes,75,UHD,44,1287,56628,60,Premium,4,A,68.84084907,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,56,1293,72408,120,Premium,3,A,51.2303993,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,54,1300,70200,120,Premium,4,A,84.72719885,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,48,1340,64320,120,Premium,4,A,50.64154414,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,51,1348,68748,60,Premium,4,A,25.32077207,10,February
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,44,1352,59488,60,Premium,4,A,22.59391969,10,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,48,1355,65040,60,Premium,4,A,28.24239962,10,February
North,Samsung,LED,PLED50S,Yes,55,UHD,118,1355,159890,120,Enhanced,3,C,34.15359954,4,February
South,TCL,LED,PLED50S,Yes,45,HD,86,1368,117648,60,Enhanced,3,D,102.4607986,10,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,41,1378,56498,120,Premium,4,A,40.05285764,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,49,1393,68257,60,Premium,4,A,26.70190509,10,February
South,TCL,LED,PLED25,Yes,45,UHD,102,1395,142290,120,Enhanced,2,D,37.9811581,4,February
South,Samsung,LED,PLED25,Yes,50,HD,95,1396,132620,120,Premium,2,A,29.3720956,4,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,46,1399,64354,120,Premium,4,A,58.7441912,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,43,1414,60802,120,Premium,4,A,40.05285764,4,February
North,LG,LED,T41,Yes,43,HD,81,1426,115506,120,Basic,3,D,80.10571528,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,39,1438,56082,120,Premium,4,A,34.15359954,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,35,1445,50575,120,Premium,4,A,48.95349267,4,February
Bekaa,LG,LED,LED50S,Yes,75,FHD,45,1446,65070,60,Premium,4,A,58.7441912,10,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,36,1453,52308,120,Premium,4,A,51.2303993,4,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,45,1465,65925,60,Premium,4,A,29.3720956,10,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,36,1489,53604,120,Premium,4,A,45.89389938,4,February
Bekaa,Sony,LED,PLED50S,Yes,40,HD,81,1489,120609,120,Basic,3,D,26.70190509,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,35,1493,52255,120,Premium,4,A,34.15359954,4,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,35,1496,52360,60,Premium,3,A,33.89087954,10,February
North,Sony,LED,T43,Yes,43,UHD,54,1503,81162,60,Premium,4,A,55.07267925,10,February
Bekaa,Sony,LED,LED50S,Yes,75,FHD,34,1524,51816,120,Premium,4,A,176.2325736,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,40,1537,61480,120,Premium,4,A,29.3720956,4,February
Bekaa,LG,LED,LED50S,Yes,75,UHD,39,1550,60450,60,Premium,4,A,137.6816981,10,February
Bekaa,LG,LED,LED50S,Yes,75,UHD,35,1563,54705,120,Premium,4,A,28.24239962,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,35,1579,55265,120,Premium,4,A,107.4588863,4,February
Beirut,TCL,LED,PLED45S,Yes,40,UHD,80,1583,126640,120,Premium,3,B,51.2303993,4,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,28,1689,47292,120,Premium,4,A,102.4607986,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,25,1710,42750,60,Premium,4,A,32.63566178,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,24,1721,41304,60,Premium,4,A,80.10571528,10,February
Beirut,Panasonic,LED,T50,Yes,45,UHD,91,1727,157157,120,Premium,3,B,80.10571528,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,23,1753,40319,60,Premium,4,A,151.9246324,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,26,1764,45864,60,Premium,4,A,37.9811581,10,February
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,22,1787,39314,60,Premium,4,A,51.2303993,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,24,1788,42912,60,Premium,4,A,80.10571528,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,19,1862,35378,60,Premium,4,A,88.1162868,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,18,1866,33588,120,Premium,4,A,42.36359942,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,18,1871,33678,120,Premium,4,A,25.32077207,4,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,15,1912,28680,60,Premium,4,A,137.6816981,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,15,1924,28860,60,Premium,4,A,97.90698534,10,February
Bekaa,Sony,LED,LED50S,Yes,75,UHD,12,1973,23676,120,Premium,4,A,44.0581434,4,February
North,Sony,LED,T41,Yes,75,UHD,87,100,8700,60,Premium,2,C,45.89389938,10,January
Beirut,TCL,LED,PLE45S,Yes,43,FHD,70,100,7000,60,Basic,2,E,29.3720956,10,January
Beirut,Samsung,LED,PLED50,Yes,75,FHD,93,100,9300,120,Enhanced,4,E,22.59391969,4,January
South,LG,LED,T43,Yes,45,FHD,102,100,10200,120,Enhanced,3,B,37.9811581,4,January
Beirut,Panasonic,LED,T41,Yes,43,UHD,82,100,8200,120,Enhanced,4,D,50.64154414,4,January
Bekaa,Panasonic,LED,T58,Yes,43,UHD,58,100,5800,120,Premium,2,D,80.10571528,4,January
Bekaa,Samsung,LED,PLED41S,Yes,40,UHD,112,100,11200,60,Premium,2,C,51.2303993,10,January
Bekaa,TCL,LED,LED52,Yes,50,HD,91,100,9100,60,Basic,3,E,22.59391969,10,January
Beirut,LG,LED,LED50S,Yes,65,FHD,105,100,10500,120,Premium,3,E,80.10571528,4,January
Beirut,TCL,LED,T43,Yes,75,HD,51,100,5100,120,Basic,4,E,44.0581434,4,January
North,LG,LED,PLED43S,Yes,52,UHD,97,100,9700,120,Basic,3,D,33.89087954,4,January
Bekaa,Panasonic,LED,PLED32S,Yes,75,UHD,109,100,10900,60,Enhanced,3,D,48.95349267,10,January
Beirut,Sony,LED,PLED40S,Yes,50,FHD,55,100,5500,60,Enhanced,3,D,40.05285764,10,January
Mount Lebanon,Samsung,LED,PLED43S,Yes,55,UHD,55,100,5500,60,Basic,3,D,50.64154414,10,January
Bekaa,TCL,LED,LED55U,Yes,55,FHD,92,100,9200,60,Basic,3,A,176.2325736,10,January
Mount Lebanon,LG,LED,PLE45S,Yes,40,FHD,129,100,12900,120,Basic,3,D,32.63566178,4,January
Beirut,Panasonic,LED,LED 55U,Yes,58,UHD,105,100,10500,60,Enhanced,3,A,58.7441912,10,January
Beirut,Samsung,LED,T40,Yes,40,UHD,65,100,6500,120,Enhanced,3,D,176.2325736,4,January
Mount Lebanon,LG,LED,PLED41,Yes,40,HD,94,100,9400,120,Enhanced,3,E,36.7151195,4,January
Beirut,Sony,LED,LED50S,Yes,55,UHD,80,100,8000,120,Basic,3,C,34.15359954,4,January
Beirut,Samsung,LED,PLED40,Yes,40,UHD,109,100,10900,60,Enhanced,3,C,36.7151195,10,January
Bekaa,LG,LED,T50,Yes,40,UHD,108,119,12852,120,Premium,3,C,58.7441912,4,January
South,LG,LED,LED50U,Yes,75,HD,31,131,4061,120,Enhanced,3,C,102.4607986,4,January
South,TCL,LED,T32,Yes,52,FHD,67,144,9648,120,Premium,4,E,19.58139707,4,January
Bekaa,TCL,LED,LED55U,Yes,43,UHD,83,163,13529,120,Enhanced,3,A,51.2303993,4,January
Bekaa,TCL,LED,T43,Yes,58,FHD,50,191,9550,120,Premium,3,E,51.2303993,4,January
Bekaa,Panasonic,LED,PLED50,Yes,55,FHD,101,198,19998,120,Basic,3,A,25.32077207,4,January
Beirut,TCL,LED,LED 55U,Yes,45,HD,81,200,16200,60,Enhanced,2,B,42.36359942,10,January
Bekaa,Sony,LED,LED65U,Yes,50,UHD,120,205,24600,120,Basic,3,C,37.9811581,4,January
South,Panasonic,LED,PLED45S,Yes,40,UHD,109,209,22781,120,Premium,3,E,110.1453585,4,January
Bekaa,Panasonic,LED,LED 55U,Yes,43,FHD,89,241,21449,120,Basic,3,D,50.64154414,4,January
Beirut,LG,LED,PLED45S,Yes,50,FHD,83,244,20252,120,Premium,2,B,36.7151195,4,January
South,Samsung,LED,T50,Yes,45,HD,116,245,28420,120,Premium,2,A,40.05285764,4,January
Bekaa,LG,LED,T41,Yes,52,FHD,61,255,15555,120,Premium,3,A,37.9811581,4,January
South,LG,LED,PLED25,Yes,40,HD,89,261,23229,60,Basic,2,D,58.7441912,10,January
South,Samsung,LED,PLED32,Yes,40,HD,90,262,23580,60,Basic,2,D,45.89389938,10,January
Beirut,Samsung,LED,T32,Yes,40,HD,100,265,26500,60,Basic,2,D,45.89389938,10,January
South,Panasonic,LED,LED58U,Yes,40,UHD,120,268,32160,60,Enhanced,3,D,33.89087954,10,January
Beirut,Samsung,LED,PLED32S,Yes,40,HD,99,269,26631,60,Basic,2,D,45.89389938,10,January
Beirut,LG,LED,LED65U,Yes,40,HD,101,270,27270,120,Basic,2,D,67.78175908,4,January
Beirut,LG,LED,PLED32,Yes,40,HD,102,271,27642,60,Basic,2,D,45.89389938,10,January
South,Samsung,LED,T32,Yes,40,HD,90,272,24480,60,Basic,2,D,45.89389938,10,January
South,Samsung,LED,PLED50,Yes,40,HD,90,273,24570,60,Basic,2,D,29.3720956,10,January
Beirut,Samsung,LED,LED55U,Yes,40,HD,101,273,27573,120,Basic,2,D,80.10571528,4,January
Bekaa,Samsung,LED,T50,Yes,45,FHD,100,273,27300,60,Basic,3,A,102.4607986,10,January
South,LG,LED,LED50U,Yes,40,HD,90,274,24660,60,Basic,2,D,88.1162868,10,January
Beirut,Samsung,LED,LED50U,Yes,40,FHD,99,275,27225,60,Basic,2,D,88.1162868,10,January
South,LG,LED,PLED50S,Yes,40,FHD,89,279,24831,60,Basic,2,D,29.3720956,10,January
South,Samsung,LED,LED65U,Yes,40,FHD,90,282,25380,120,Basic,2,D,67.78175908,4,January
South,Samsung,LED,PLED32,Yes,40,FHD,89,283,25187,60,Basic,2,D,45.89389938,10,January
Beirut,LG,LED,PLED32S,Yes,40,FHD,102,284,28968,60,Basic,2,D,45.89389938,10,January
South,LG,LED,PLED25,Yes,40,FHD,90,284,25560,60,Basic,2,D,58.7441912,10,January
South,LG,LED,LED55U,Yes,40,FHD,89,285,25365,120,Basic,2,D,80.10571528,4,January
Bekaa,TCL,LED,T32,Yes,40,FHD,86,285,24510,60,Basic,3,A,84.72719885,10,January
Beirut,Samsung,LED,PLED43S,Yes,40,UHD,99,290,28710,60,Basic,2,D,51.2303993,10,January
South,Samsung,LED,LED65U,Yes,40,UHD,90,294,26460,120,Basic,2,D,67.78175908,4,January
Beirut,LG,LED,PLED40S,Yes,40,UHD,98,294,28812,60,Basic,2,D,36.7151195,10,January
South,Samsung,LED,PLED25,Yes,40,UHD,90,294,26460,60,Basic,2,D,58.7441912,10,January
South,Samsung,LED,PLED29,Yes,40,UHD,90,297,26730,60,Basic,2,D,50.64154414,10,January
South,LG,LED,LED65U,Yes,40,UHD,90,299,26910,120,Basic,2,D,67.78175908,4,January
South,Samsung,LED,LED55U,Yes,40,UHD,90,300,27000,120,Basic,2,D,80.10571528,4,January
South,Samsung,LED,LED65U,Yes,40,UHD,90,300,27000,120,Basic,2,D,67.78175908,4,January
South,LG,LED,PLED40,Yes,40,UHD,89,301,26789,60,Basic,2,D,36.7151195,10,January
South,LG,LED,PLED32,Yes,40,UHD,90,301,27090,60,Basic,2,D,45.89389938,10,January
Beirut,Panasonic,LED,PLED50,Yes,40,UHD,102,302,30804,60,Basic,2,D,29.3720956,10,January
Bekaa,Panasonic,LED,PLED41S,Yes,55,FHD,31,311,9641,120,Premium,3,C,107.4588863,4,January
Bekaa,Panasonic,LED,PLED41,Yes,75,HD,102,315,32130,120,Basic,3,D,32.63566178,4,January
South,Panasonic,LED,PLED40S,Yes,43,HD,65,321,20865,120,Basic,3,D,68.84084907,4,January
South,LG,LED,PLED32S,Yes,43,HD,89,332,29548,60,Basic,2,D,45.89389938,10,January
Beirut,LG,LED,LED55U,Yes,43,HD,99,332,32868,120,Basic,2,D,80.10571528,4,January
Beirut,LG,LED,PLED29,Yes,43,HD,98,332,32536,60,Basic,2,D,50.64154414,10,January
Mount Lebanon,LG,LED,PLED29,Yes,52,FHD,86,335,28810,60,Basic,3,E,88.1162868,10,January
Beirut,Panasonic,LED,PLED43S,Yes,43,HD,102,336,34272,60,Basic,2,D,51.2303993,10,January
Beirut,LG,LED,PLED40S,Yes,43,HD,100,340,34000,60,Basic,2,C,36.7151195,10,January
South,Sony,LED,T58,Yes,75,UHD,81,340,27540,60,Enhanced,3,A,97.90698534,10,January
Beirut,Panasonic,LED,LED55U,Yes,43,HD,102,342,34884,120,Basic,2,C,80.10571528,4,January
Beirut,Panasonic,LED,PLED25,Yes,43,FHD,102,344,35088,60,Basic,2,C,58.7441912,10,January
Bekaa,Samsung,LED,T58,Yes,55,HD,106,345,36570,120,Enhanced,3,A,110.1453585,4,January
Beirut,LG,LED,PLED32,Yes,43,FHD,98,347,34006,60,Basic,2,C,45.89389938,10,January
Beirut,LG,LED,LED55,Yes,43,FHD,101,353,35653,120,Basic,2,C,40.05285764,4,January
South,LG,LED,PLED41,Yes,43,FHD,89,355,31595,60,Basic,2,C,53.72944317,10,January
South,LG,LED,LED50S,Yes,43,FHD,90,355,31950,120,Premium,2,C,42.36359942,4,January
Beirut,LG,LED,PLED32S,Yes,43,UHD,98,356,34888,60,Basic,2,C,45.89389938,10,January
Beirut,LG,LED,LED55U,Yes,43,UHD,101,359,36259,120,Basic,2,C,80.10571528,4,January
South,Panasonic,LED,PLED32,Yes,43,UHD,89,362,32218,60,Basic,2,C,45.89389938,10,January
South,LG,LED,PLED43S,Yes,43,UHD,89,362,32218,60,Basic,2,C,51.2303993,10,January
South,Panasonic,LED,PLED32,Yes,43,UHD,90,363,32670,60,Basic,2,C,45.89389938,10,January
Beirut,LG,LED,PLED32S,Yes,43,UHD,99,364,36036,60,Basic,2,C,45.89389938,10,January
Beirut,LG,LED,PLED40S,Yes,43,UHD,101,365,36865,60,Basic,2,C,36.7151195,10,January
South,LG,LED,LED55U,Yes,43,UHD,89,367,32663,120,Basic,2,C,80.10571528,4,January
Beirut,LG,LED,PLED25,Yes,43,UHD,102,367,37434,60,Basic,2,C,58.7441912,10,January
South,Sony,LED,PLED43S,Yes,45,HD,89,368,32752,60,Basic,2,C,51.2303993,10,January
Beirut,Sony,LED,PLED32,Yes,45,HD,102,368,37536,60,Basic,2,C,45.89389938,10,January
South,Sony,LED,PLED40,Yes,45,HD,89,369,32841,60,Basic,2,C,36.7151195,10,January
South,Panasonic,LED,PLED32S,Yes,45,HD,89,370,32930,60,Basic,2,C,45.89389938,10,January
Beirut,LG,LED,PLED25,Yes,45,HD,98,370,36260,60,Basic,2,C,58.7441912,10,January
South,LG,LED,T32,Yes,45,HD,89,371,33019,60,Basic,2,C,45.89389938,10,January
South,Sony,LED,LED58U,Yes,45,HD,90,371,33390,120,Basic,2,C,75.96231621,4,January
South,Sony,LED,PLED50,Yes,45,HD,89,374,33286,60,Basic,2,C,29.3720956,10,January
South,Sony,LED,LED65U,Yes,45,HD,89,374,33286,120,Basic,2,C,67.78175908,4,January
South,TCL,LED,PLED40S,Yes,43,FHD,87,374,32538,120,Premium,4,A,34.15359954,4,January
South,Sony,LED,T58,Yes,43,UHD,107,374,40018,120,Enhanced,3,D,58.7441912,4,January
North,TCL,LED,PLED43S,Yes,43,FHD,101,375,37875,60,Premium,3,D,53.72944317,10,January
North,LG,LED,LED58U,Yes,43,HD,77,376,28952,120,Enhanced,3,E,44.0581434,4,January
Beirut,Sony,LED,LED65U,Yes,45,HD,101,377,38077,120,Basic,2,C,67.78175908,4,January
Beirut,LG,LED,PLED45S,Yes,45,FHD,98,378,37044,60,Basic,2,C,32.63566178,10,January
Beirut,LG,LED,PLED32S,Yes,45,FHD,102,379,38658,60,Basic,2,C,45.89389938,10,January
South,Panasonic,LED,LED55U,Yes,45,FHD,89,379,33731,120,Basic,2,C,80.10571528,4,January
South,LG,LED,PLED50S,Yes,45,FHD,89,380,33820,60,Basic,2,C,29.3720956,10,January
South,Sony,LED,PLED32S,Yes,45,FHD,89,381,33909,60,Basic,2,C,45.89389938,10,January
Bekaa,TCL,LED,LED50U,Yes,40,FHD,98,382,37436,120,Enhanced,3,D,137.6816981,4,January
South,LG,LED,PLED32,Yes,45,FHD,89,383,34087,60,Basic,2,C,45.89389938,10,January
Mount Lebanon,TCL,LED,PLED43S,Yes,43,FHD,100,384,38400,60,Basic,3,D,107.4588863,10,January
